Year,Ceremony,Award,Winner,Name,Film
1969,42,Actress in a Supporting Role,1,Goldie Hawn,Cactus Flower
1969,42,Actress in a Supporting Role,0,Sylvia Miles,Midnight Cowboy
1969,42,Actress in a Supporting Role,0,Susannah York,"They Shoot Horses, Don't They?"
1969,42,Art Direction,0,Anne of the Thousand Days ,"Art Direction: Maurice Carter, Lionel Couch; Set Decoration: Patrick McLoughlin"
1969,42,Art Direction,0,"Gaily, Gaily ","Art Direction: Robert Boyle, George B. Chan; Set Decoration: Edward Boyle, Carl Biddiscombe"
1969,42,Art Direction,1,"Hello, Dolly! ","Art Direction: John DeCuir, Jack Martin Smith, Herman Blumenthal; Set Decoration: Walter M. Scott, George Hopkins, Raphael Bretton"
1969,42,Art Direction,0,Sweet Charity ,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Jack D. Moore"
1969,42,Art Direction,0,"They Shoot Horses, Don't They? ",Art Direction: Harry Horner; Set Decoration: Frank McKelvy
1969,42,Cinematography,0,Anne of the Thousand Days ,Arthur Ibbetson
1969,42,Cinematography,0,Bob & Carol & Ted & Alice ,Charles B. Lang
1969,42,Cinematography,1,Butch Cassidy and the Sundance Kid ,Conrad Hall
1969,42,Cinematography,0,"Hello, Dolly! ",Harry Stradling
1969,42,Cinematography,0,Marooned ,Daniel Fapp
1969,42,Costume Design,1,Anne of the Thousand Days ,Margaret Furse
1969,42,Costume Design,0,"Gaily, Gaily ",Ray Aghayan
1969,42,Costume Design,0,"Hello, Dolly! ",Irene Sharaff
1969,42,Costume Design,0,Sweet Charity ,Edith Head
1969,42,Costume Design,0,"They Shoot Horses, Don't They? ",Donfeld
1969,42,Directing,0,Alice's Restaurant ,Arthur Penn
1969,42,Directing,0,Butch Cassidy and the Sundance Kid ,George Roy Hill
1969,42,Directing,1,Midnight Cowboy ,John Schlesinger
1969,42,Directing,0,"They Shoot Horses, Don't They? ",Sydney Pollack
1969,42,Directing,0,Z ,Costa-Gavras
1969,42,Documentary (Feature),1,Arthur Rubinstein - The Love of Life ,"Bernard Chevry, Producer"
1969,42,Documentary (Feature),0,Before the Mountain Was Moved ,"Robert K. Sharpe, Producer"
1969,42,Documentary (Feature),0,In the Year of the Pig ,"Emile de Antonio, Producer"
1969,42,Documentary (Feature),0,The Olympics in Mexico ,Comite Organizador de los Juegos de la XIX Olimpiada
1969,42,Documentary (Feature),0,The Wolf Men ,"Irwin Rosten, Producer"
1969,42,Documentary (Short Subject),1,Czechoslovakia 1968 ,"Denis Sanders and Robert M. Fresco, Producers"
1969,42,Documentary (Short Subject),0,An Impression of John Steinbeck: Writer ,"Donald Wrye, Producer"
1969,42,Documentary (Short Subject),0,Jenny Is a Good Thing ,"Joan Horvath, Producer"
1969,42,Documentary (Short Subject),0,Leo Beuerman ,"Arthur H. Wolf and Russell A. Mosser, Producers"
