Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_Approved,Rated_G,Rated_Not Rated,Rated_PG,Rated_PG-13,Rated_Passed,Rated_R,Rated_UNRATED,Rated_Unrated,Release Date_01,Release Date_02,Release Date_03,Release Date_04,Release Date_05,Release Date_06,Release Date_07,Release Date_08,Release Date_09,Release Date_10,Release Date_11,Release Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
Gosford Park,0,"Robert Altman, Bob Balaban and David Levy, Producers",2001,7.3,7.971,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87754044.0,19800000.0,131.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
In the Bedroom,0,"Graham Leader, Ross Katz and Todd Field, Producers",2001,7.4,7.506,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1700000.0,130.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,0,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",2001,8.8,34.878,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,871368364.0,93000000.0,178.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moulin Rouge 2001,0,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",2001,7.6,11.251,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179213434.0,52500000.0,127.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chicago,1,"Martin Richards, Producer",2002,7.2,7.726,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,306776732.0,45000000.0,113.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Gangs of New York,0,"Alberto Grimaldi and Harvey Weinstein, Producers",2002,7.5,10.597000000000001,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193772504.0,100000000.0,167.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Hours,0,"Scott Rudin and Robert Fox, Producers",2002,7.6,10.1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41597830.0,25000000.0,114.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
The Lord of the Rings: The Two Towers,0,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",2002,8.7,26.398000000000003,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,926287400.0,79000000.0,179.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Pianist,0,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",2002,8.5,16.422,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120072577.0,35000000.0,150.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0
The Lord of the Rings: The Return of the King,1,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",2003,8.9,30.81,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1118888979.0,94000000.0,201.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Lost in Translation,0,"Ross Katz and Sofia Coppola, Producers",2003,7.8,12.747,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119723856.0,4000000.0,102.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Master and Commander: The Far Side of the World,0,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",2003,7.4,15.765999999999998,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,212011111.0,150000000.0,138.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Mystic River,0,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",2003,8.0,12.088,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156822020.0,25000000.0,138.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0
Seabiscuit,0,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",2003,7.3,7.692,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148336445.0,87000000.0,141.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
The Aviator,0,"Michael Mann and Graham King, Producers",2004,7.5,13.814,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102000000.0,110000000.0,170.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Finding Neverland,0,"Richard N. Gladstein and Nellie Bellflower, Producers",2004,7.7,12.937999999999999,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116766556.0,25000000.0,106.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Million Dollar Baby,1,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",2004,8.1,11.5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,216763646.0,30000000.0,132.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1.0,1.0,0.0
Ray,0,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",2004,7.7,7.002000000000001,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124731534.0,40000000.0,152.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Sideways,0,"Michael London, Producer",2004,7.5,6.651,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109502303.0,16000000.0,127.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brokeback Mountain,0,"Diana Ossana and James Schamus, Producers",2005,7.7,12.388,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178043761.0,14000000.0,134.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Capote,0,"Caroline Baron, William Vince and Michael Ohoven, Producers",2005,7.4,7.327999999999999,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49084830.0,7000000.0,114.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Crash,1,"Paul Haggis and Cathy Schulman, Producers",2005,7.8,12.989,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98410061.0,6500000.0,112.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
"Good Night, and Good Luck.",0,"Grant Heslov, Producer",2005,7.5,6.167000000000001,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54600000.0,7000000.0,93.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Munich,0,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",2005,7.6,8.78,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130358911.0,70000000.0,164.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Babel,0,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",2006,7.5,13.539000000000001,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,135330182.0,25000000.0,143.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Departed,1,"Graham King, Producer",2006,8.5,12.623,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,289847354.0,90000000.0,151.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
Letters from Iwo Jima,0,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",2006,7.9,8.922,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68673228.0,19000000.0,141.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Little Miss Sunshine,0,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",2006,7.8,6.465,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100523181.0,8000000.0,102.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
The Queen,0,"Andy Harries, Christine Langan and Tracey Seaward, Producers",2006,7.3,10.622,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123384128.0,15000000.0,103.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Atonement,0,"Tim Bevan, Eric Fellner and Paul Webster, Producers",2007,7.8,10.853,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129266061.0,30000000.0,123.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Juno,0,"Lianne Halfon, Mason Novick and Russell Smith, Producers",2007,7.5,9.567,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231411584.0,7500000.0,96.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Michael Clayton,0,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",2007,7.3,8.732000000000001,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92991835.0,25000000.0,119.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
No Country for Old Men,1,"Scott Rudin, Ethan Coen and Joel Coen, Producers",2007,8.1,18.092,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,171627166.0,25000000.0,122.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0
There Will Be Blood,0,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",2007,8.2,12.522,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77208711.0,25000000.0,158.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",2008,7.8,18.159000000000002,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,333932083.0,150000000.0,166.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frost/Nixon,0,"Brian Grazer, Ron Howard and Eric Fellner, Producers",2008,7.7,8.681000000000001,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18593156.0,25000000.0,122.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Milk,0,"Dan Jinks and Bruce Cohen, Producers",2008,7.6,6.557,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54586584.0,20000000.0,128.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
The Reader,0,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",2008,7.6,10.652000000000001,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113019290.0,32000000.0,124.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Slumdog Millionaire,1,"Christian Colson, Producer",2008,8.0,16.61,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377910544.0,15000000.0,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Avatar,0,"James Cameron and Jon Landau, Producers",2009,7.8,28.454,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2787965087.0,237000000.0,162.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Blind Side,0,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",2009,7.7,15.242,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,309208309.0,29000000.0,129.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
District 9,0,"Peter Jackson and Carolynne Cunningham, Producers",2009,7.9,17.963,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,210819611.0,30000000.0,112.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
An Education,0,"Finola Dwyer and Amanda Posey, Producers",2009,7.3,8.109,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26096852.0,7500000.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Hurt Locker,1,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",2009,7.6,12.491,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42000000.0,15000000.0,131.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0
Inglourious Basterds,0,"Lawrence Bender, Producer",2009,8.3,23.496,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,319131050.0,70000000.0,153.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
A Serious Man,0,"Joel Coen and Ethan Coen, Producers",2009,7.1,8.434,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31430334.0,7000000.0,105.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Up,0,"Jonas Rivera, Producer",2009,8.3,20.886999999999997,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735099082.0,175000000.0,96.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Up in the Air,0,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",2009,7.4,9.017999999999999,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,163670000.0,25000000.0,110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Black Swan,0,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",2010,8.0,16.828,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,327803731.0,13000000.0,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
The Fighter,0,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",2010,7.8,10.413,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93617009.0,25000000.0,116.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0
Inception,0,"Emma Thomas and Christopher Nolan, Producers",2010,8.8,33.364000000000004,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,825532764.0,160000000.0,148.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Kids Are All Right,0,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",2010,7.0,12.082,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34705850.0,3500000.0,106.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The King's Speech,1,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",2010,8.0,11.579,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414211549.0,15000000.0,118.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
127 Hours,0,"Christian Colson, Danny Boyle and John Smithson, Producers",2010,7.6,10.293,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35692920.0,18000000.0,94.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Social Network,0,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",2010,7.7,17.325,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,224920315.0,40000000.0,121.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Toy Story 3,0,"Darla K. Anderson, Producer",2010,8.3,17.98,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1066969703.0,200000000.0,103.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
True Grit,0,"Scott Rudin, Ethan Coen and Joel Coen, Producers",2010,7.6,12.349,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252276927.0,38000000.0,110.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
Winter's Bone,0,"Anne Rosellini and Alix Madigan-Yorkin, Producers",2010,7.2,6.234,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13831503.0,2000000.0,101.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Artist,1,"Thomas Langmann, Producer",2011,7.9,10.312000000000001,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,133432856.0,15000000.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
The Descendants,0,"Jim Burke, Alexander Payne and Jim Taylor, Producers",2011,7.3,11.247,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177243185.0,20000000.0,115.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Extremely Loud & Incredibly Close,0,"Scott Rudin, Producer",2011,6.9,8.267999999999999,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55247881.0,40000000.0,129.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Help,0,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",2011,8.1,9.721,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124272124.0,25000000.0,146.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Hugo,0,"Graham King and Martin Scorsese, Producers",2011,7.5,9.79,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185770160.0,170000000.0,126.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Midnight in Paris,0,"Letty Aronson and Stephen Tenenbaum, Producers",2011,7.7,12.094000000000001,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151119219.0,30000000.0,94.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moneyball,0,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",2011,7.6,10.718,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110206216.0,50000000.0,134.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
The Tree of Life,0,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",2011,6.8,9.855,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54674226.0,32000000.0,139.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
War Horse,0,"Steven Spielberg and Kathleen Kennedy, Producers",2011,7.2,8.492,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177584879.0,66000000.0,146.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Amour,0,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",2012,7.9,6.2010000000000005,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29844753.0,8900000.0,127.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
